"x"
"1"	"11"
"2"	"1"
"3"	"13"
"4"	"16"
"5"	"4"
"6"	"8"
"7"	"6"
"8"	"4"
"9"	"9"
"10"	"9"
"11"	"2"
"12"	"11"
"13"	"8"
"14"	"13"
"15"	"16"
"16"	"8"
"17"	"15"
"18"	"0"
"19"	"0"
"20"	"6"
"21"	"8"
"22"	"0"
"23"	"12"
"24"	"9"
"25"	"8"
"26"	"8"
"27"	"8"
"28"	"5"
"29"	"1"
"30"	"14"
"31"	"0"
"32"	"2"
"33"	"14"
"34"	"15"
"35"	"12"
"36"	"2"
"37"	"5"
"38"	"14"
"39"	"0"
"40"	"4"
"41"	"2"
"42"	"10"
"43"	"11"
"44"	"2"
"45"	"11"
"46"	"8"
"47"	"13"
"48"	"1"
"49"	"9"
"50"	"16"
"51"	"8"
"52"	"10"
"53"	"2"
"54"	"2"
"55"	"8"
"56"	"8"
"57"	"5"
"58"	"13"
"59"	"16"
"60"	"5"
"61"	"10"
"62"	"14"
"63"	"5"
"64"	"0"
"65"	"14"
"66"	"6"
"67"	"15"
"68"	"4"
"69"	"12"
"70"	"15"
"71"	"2"
"72"	"8"
"73"	"16"
"74"	"0"
"75"	"16"
"76"	"0"
"77"	"14"
"78"	"8"
"79"	"2"
"80"	"0"
"81"	"1"
"82"	"1"
"83"	"2"
"84"	"2"
"85"	"0"
"86"	"13"
"87"	"1"
"88"	"10"
"89"	"11"
"90"	"10"
"91"	"11"
"92"	"13"
"93"	"2"
"94"	"1"
"95"	"2"
"96"	"12"
"97"	"8"
"98"	"10"
"99"	"2"
"100"	"4"
"101"	"6"
"102"	"12"
"103"	"9"
"104"	"13"
"105"	"13"
"106"	"12"
"107"	"2"
"108"	"13"
"109"	"8"
"110"	"8"
"111"	"11"
"112"	"13"
"113"	"2"
"114"	"2"
"115"	"9"
"116"	"4"
"117"	"11"
"118"	"2"
"119"	"11"
"120"	"8"
"121"	"13"
"122"	"13"
"123"	"9"
"124"	"16"
"125"	"8"
"126"	"10"
"127"	"14"
"128"	"10"
"129"	"11"
"130"	"9"
"131"	"11"
"132"	"0"
"133"	"0"
"134"	"16"
"135"	"11"
"136"	"10"
"137"	"10"
"138"	"9"
"139"	"8"
"140"	"10"
"141"	"2"
"142"	"0"
"143"	"14"
"144"	"14"
"145"	"16"
"146"	"14"
"147"	"1"
"148"	"2"
"149"	"0"
"150"	"6"
"151"	"12"
"152"	"15"
"153"	"4"
"154"	"10"
"155"	"16"
"156"	"14"
"157"	"11"
"158"	"4"
"159"	"9"
"160"	"7"
"161"	"9"
"162"	"0"
"163"	"4"
"164"	"16"
"165"	"4"
"166"	"13"
"167"	"2"
"168"	"2"
"169"	"5"
"170"	"2"
"171"	"14"
"172"	"6"
"173"	"13"
"174"	"12"
"175"	"12"
"176"	"8"
"177"	"16"
"178"	"9"
"179"	"12"
"180"	"16"
"181"	"13"
"182"	"2"
"183"	"11"
"184"	"14"
"185"	"4"
"186"	"10"
"187"	"11"
"188"	"14"
"189"	"11"
"190"	"11"
"191"	"1"
"192"	"1"
"193"	"5"
"194"	"13"
"195"	"2"
"196"	"1"
"197"	"1"
"198"	"0"
"199"	"15"
"200"	"3"
"201"	"14"
"202"	"14"
"203"	"2"
"204"	"2"
"205"	"2"
"206"	"1"
"207"	"6"
"208"	"13"
"209"	"12"
"210"	"2"
"211"	"14"
"212"	"2"
"213"	"16"
"214"	"8"
"215"	"8"
"216"	"0"
"217"	"8"
"218"	"13"
"219"	"2"
"220"	"1"
"221"	"10"
"222"	"12"
"223"	"8"
"224"	"13"
"225"	"6"
"226"	"8"
"227"	"8"
"228"	"4"
"229"	"1"
"230"	"6"
"231"	"11"
"232"	"13"
"233"	"5"
"234"	"12"
"235"	"11"
"236"	"1"
"237"	"10"
"238"	"1"
