"x"
"1"	"16"
"2"	"12"
"3"	"0"
"4"	"2"
"5"	"2"
"6"	"12"
"7"	"10"
"8"	"14"
"9"	"12"
"10"	"8"
"11"	"12"
"12"	"10"
"13"	"4"
"14"	"13"
"15"	"6"
"16"	"13"
"17"	"16"
"18"	"10"
"19"	"5"
"20"	"8"
"21"	"9"
"22"	"3"
"23"	"2"
"24"	"14"
"25"	"11"
"26"	"16"
"27"	"1"
"28"	"2"
"29"	"0"
"30"	"8"
"31"	"13"
"32"	"5"
"33"	"4"
"34"	"8"
"35"	"8"
"36"	"8"
"37"	"6"
"38"	"16"
"39"	"8"
"40"	"13"
"41"	"9"
"42"	"2"
"43"	"13"
"44"	"12"
"45"	"16"
"46"	"12"
"47"	"4"
"48"	"12"
"49"	"2"
"50"	"14"
"51"	"11"
"52"	"16"
"53"	"13"
"54"	"8"
"55"	"12"
"56"	"13"
"57"	"6"
"58"	"1"
"59"	"2"
"60"	"16"
"61"	"10"
"62"	"6"
"63"	"11"
"64"	"2"
"65"	"12"
"66"	"14"
"67"	"1"
"68"	"7"
"69"	"0"
"70"	"1"
"71"	"11"
"72"	"2"
"73"	"9"
"74"	"14"
"75"	"16"
"76"	"16"
"77"	"6"
"78"	"8"
"79"	"14"
"80"	"2"
"81"	"9"
"82"	"0"
"83"	"1"
"84"	"11"
"85"	"0"
"86"	"10"
"87"	"2"
"88"	"6"
"89"	"11"
"90"	"14"
"91"	"6"
"92"	"6"
"93"	"4"
"94"	"8"
"95"	"10"
"96"	"0"
"97"	"4"
"98"	"2"
"99"	"8"
"100"	"1"
"101"	"4"
"102"	"16"
"103"	"1"
"104"	"6"
"105"	"2"
"106"	"13"
"107"	"12"
"108"	"8"
"109"	"4"
"110"	"8"
"111"	"5"
"112"	"1"
"113"	"9"
"114"	"7"
"115"	"5"
"116"	"2"
"117"	"14"
"118"	"10"
"119"	"0"
"120"	"2"
"121"	"1"
"122"	"11"
"123"	"11"
"124"	"1"
"125"	"0"
"126"	"11"
"127"	"2"
"128"	"4"
"129"	"16"
"130"	"8"
"131"	"10"
"132"	"2"
"133"	"9"
"134"	"2"
"135"	"11"
"136"	"4"
"137"	"9"
"138"	"13"
"139"	"12"
"140"	"8"
"141"	"16"
"142"	"8"
"143"	"13"
"144"	"8"
"145"	"0"
"146"	"16"
"147"	"13"
"148"	"11"
"149"	"9"
"150"	"13"
"151"	"12"
"152"	"6"
"153"	"14"
"154"	"14"
"155"	"12"
"156"	"2"
"157"	"9"
"158"	"2"
"159"	"4"
"160"	"16"
"161"	"9"
"162"	"16"
"163"	"8"
"164"	"6"
"165"	"13"
"166"	"8"
"167"	"2"
"168"	"2"
"169"	"12"
"170"	"9"
"171"	"2"
"172"	"13"
"173"	"14"
"174"	"8"
"175"	"10"
"176"	"1"
"177"	"8"
"178"	"0"
"179"	"4"
"180"	"6"
"181"	"12"
"182"	"2"
"183"	"9"
"184"	"2"
"185"	"11"
"186"	"2"
"187"	"6"
"188"	"16"
"189"	"12"
"190"	"13"
"191"	"2"
"192"	"10"
"193"	"3"
"194"	"14"
"195"	"10"
"196"	"2"
"197"	"14"
"198"	"9"
"199"	"8"
"200"	"14"
"201"	"2"
"202"	"4"
"203"	"4"
"204"	"10"
"205"	"10"
"206"	"10"
"207"	"5"
"208"	"12"
"209"	"8"
"210"	"14"
"211"	"2"
"212"	"16"
"213"	"6"
"214"	"8"
"215"	"15"
"216"	"4"
"217"	"12"
"218"	"10"
"219"	"13"
"220"	"8"
"221"	"2"
"222"	"2"
"223"	"8"
"224"	"16"
"225"	"2"
"226"	"2"
"227"	"10"
"228"	"9"
"229"	"2"
"230"	"2"
"231"	"16"
"232"	"2"
"233"	"6"
"234"	"0"
"235"	"2"
"236"	"2"
"237"	"6"
"238"	"11"
"239"	"16"
"240"	"6"
"241"	"9"
"242"	"2"
"243"	"15"
"244"	"9"
"245"	"12"
"246"	"2"
"247"	"16"
"248"	"2"
"249"	"0"
"250"	"6"
"251"	"4"
"252"	"4"
"253"	"14"
"254"	"11"
"255"	"14"
"256"	"0"
"257"	"0"
"258"	"11"
"259"	"12"
"260"	"12"
"261"	"16"
"262"	"13"
"263"	"1"
"264"	"0"
"265"	"11"
"266"	"10"
"267"	"6"
"268"	"12"
"269"	"8"
"270"	"1"
"271"	"11"
"272"	"2"
"273"	"10"
"274"	"10"
"275"	"13"
"276"	"11"
"277"	"10"
"278"	"8"
"279"	"2"
"280"	"13"
"281"	"16"
"282"	"13"
"283"	"8"
"284"	"12"
"285"	"9"
"286"	"12"
"287"	"12"
"288"	"14"
"289"	"6"
"290"	"11"
"291"	"12"
"292"	"5"
"293"	"4"
"294"	"1"
"295"	"4"
"296"	"10"
"297"	"11"
"298"	"2"
"299"	"16"
"300"	"4"
"301"	"0"
"302"	"10"
"303"	"12"
"304"	"12"
"305"	"7"
"306"	"16"
"307"	"12"
"308"	"14"
"309"	"12"
"310"	"5"
"311"	"8"
"312"	"2"
"313"	"2"
"314"	"8"
"315"	"16"
"316"	"0"
"317"	"0"
"318"	"12"
"319"	"11"
"320"	"11"
"321"	"9"
"322"	"4"
"323"	"12"
"324"	"16"
"325"	"2"
"326"	"12"
"327"	"2"
"328"	"16"
"329"	"10"
"330"	"11"
"331"	"8"
"332"	"11"
"333"	"2"
"334"	"10"
"335"	"14"
"336"	"7"
"337"	"8"
"338"	"2"
"339"	"12"
"340"	"11"
"341"	"5"
"342"	"10"
"343"	"8"
"344"	"9"
"345"	"16"
"346"	"6"
"347"	"16"
"348"	"6"
"349"	"16"
"350"	"3"
"351"	"2"
"352"	"8"
"353"	"10"
"354"	"9"
"355"	"14"
"356"	"13"
"357"	"12"
"358"	"1"
"359"	"5"
"360"	"11"
"361"	"0"
"362"	"6"
"363"	"14"
"364"	"12"
"365"	"14"
"366"	"8"
"367"	"6"
"368"	"9"
"369"	"2"
"370"	"0"
"371"	"14"
"372"	"14"
"373"	"6"
"374"	"8"
"375"	"4"
"376"	"1"
"377"	"2"
"378"	"4"
"379"	"7"
"380"	"13"
"381"	"10"
"382"	"4"
"383"	"2"
"384"	"8"
"385"	"10"
"386"	"2"
"387"	"10"
"388"	"13"
"389"	"8"
"390"	"8"
"391"	"6"
"392"	"12"
"393"	"14"
"394"	"8"
"395"	"14"
"396"	"4"
"397"	"10"
"398"	"14"
"399"	"11"
"400"	"5"
"401"	"2"
"402"	"14"
"403"	"13"
"404"	"2"
"405"	"16"
"406"	"12"
"407"	"11"
"408"	"0"
"409"	"6"
"410"	"8"
"411"	"4"
"412"	"2"
"413"	"6"
"414"	"2"
"415"	"2"
"416"	"9"
"417"	"13"
"418"	"2"
"419"	"11"
"420"	"12"
"421"	"8"
"422"	"10"
"423"	"8"
"424"	"2"
"425"	"14"
"426"	"16"
"427"	"9"
"428"	"1"
"429"	"2"
"430"	"14"
"431"	"13"
"432"	"4"
"433"	"4"
"434"	"14"
"435"	"12"
"436"	"2"
"437"	"13"
"438"	"9"
"439"	"8"
"440"	"16"
"441"	"2"
"442"	"12"
"443"	"2"
"444"	"2"
"445"	"14"
"446"	"10"
"447"	"8"
"448"	"6"
"449"	"6"
"450"	"4"
"451"	"13"
"452"	"16"
"453"	"2"
"454"	"7"
"455"	"0"
"456"	"10"
"457"	"0"
"458"	"4"
"459"	"11"
"460"	"12"
"461"	"8"
"462"	"13"
"463"	"1"
"464"	"4"
"465"	"6"
"466"	"4"
"467"	"2"
"468"	"0"
"469"	"4"
"470"	"9"
"471"	"16"
"472"	"12"
"473"	"16"
"474"	"2"
"475"	"9"
"476"	"8"
"477"	"9"
"478"	"0"
"479"	"14"
"480"	"0"
"481"	"4"
"482"	"2"
"483"	"5"
"484"	"13"
"485"	"15"
"486"	"4"
"487"	"13"
"488"	"2"
"489"	"5"
"490"	"4"
"491"	"10"
"492"	"6"
"493"	"8"
"494"	"8"
"495"	"1"
"496"	"10"
"497"	"4"
"498"	"2"
"499"	"4"
"500"	"8"
"501"	"0"
"502"	"10"
"503"	"11"
"504"	"10"
"505"	"6"
"506"	"1"
"507"	"1"
"508"	"13"
"509"	"14"
"510"	"16"
"511"	"9"
"512"	"13"
"513"	"8"
"514"	"8"
"515"	"16"
"516"	"16"
"517"	"2"
"518"	"11"
"519"	"13"
"520"	"8"
"521"	"1"
"522"	"4"
"523"	"16"
"524"	"0"
"525"	"10"
"526"	"1"
"527"	"4"
"528"	"6"
"529"	"2"
"530"	"15"
"531"	"6"
"532"	"9"
"533"	"14"
"534"	"16"
"535"	"6"
"536"	"11"
"537"	"1"
"538"	"14"
"539"	"11"
"540"	"12"
"541"	"5"
"542"	"0"
"543"	"2"
"544"	"2"
"545"	"0"
"546"	"6"
"547"	"2"
"548"	"14"
"549"	"14"
"550"	"2"
"551"	"9"
"552"	"10"
"553"	"8"
"554"	"11"
"555"	"13"
"556"	"14"
"557"	"1"
"558"	"4"
"559"	"13"
"560"	"4"
"561"	"16"
"562"	"14"
"563"	"11"
"564"	"14"
"565"	"12"
"566"	"13"
"567"	"12"
"568"	"12"
"569"	"13"
"570"	"11"
"571"	"2"
"572"	"13"
"573"	"2"
"574"	"14"
"575"	"9"
"576"	"15"
"577"	"2"
"578"	"2"
"579"	"13"
"580"	"8"
"581"	"2"
"582"	"2"
"583"	"6"
"584"	"15"
"585"	"2"
"586"	"15"
"587"	"15"
"588"	"13"
"589"	"0"
"590"	"14"
"591"	"13"
"592"	"1"
"593"	"12"
"594"	"2"
"595"	"2"
"596"	"15"
"597"	"0"
"598"	"14"
"599"	"4"
"600"	"10"
"601"	"6"
"602"	"14"
"603"	"14"
"604"	"5"
"605"	"11"
"606"	"9"
"607"	"1"
"608"	"11"
"609"	"6"
"610"	"5"
"611"	"2"
"612"	"2"
"613"	"13"
"614"	"14"
"615"	"1"
"616"	"13"
"617"	"2"
"618"	"11"
"619"	"1"
"620"	"2"
"621"	"8"
"622"	"6"
"623"	"8"
"624"	"10"
"625"	"10"
"626"	"14"
"627"	"4"
"628"	"0"
"629"	"12"
"630"	"1"
"631"	"10"
"632"	"4"
"633"	"4"
"634"	"12"
"635"	"2"
"636"	"11"
"637"	"2"
"638"	"9"
"639"	"11"
"640"	"7"
"641"	"2"
"642"	"15"
"643"	"2"
"644"	"14"
"645"	"10"
"646"	"6"
"647"	"8"
"648"	"0"
"649"	"2"
"650"	"11"
"651"	"8"
"652"	"10"
"653"	"9"
"654"	"12"
"655"	"15"
"656"	"6"
"657"	"5"
"658"	"10"
"659"	"13"
"660"	"6"
"661"	"8"
"662"	"12"
"663"	"1"
"664"	"12"
"665"	"2"
"666"	"13"
"667"	"11"
"668"	"8"
"669"	"2"
"670"	"7"
"671"	"12"
"672"	"12"
"673"	"11"
"674"	"2"
"675"	"0"
"676"	"4"
"677"	"10"
"678"	"8"
"679"	"12"
"680"	"8"
"681"	"14"
"682"	"8"
"683"	"2"
"684"	"11"
"685"	"8"
"686"	"13"
"687"	"1"
"688"	"9"
"689"	"8"
"690"	"4"
"691"	"5"
"692"	"11"
"693"	"13"
"694"	"2"
"695"	"0"
"696"	"12"
"697"	"4"
"698"	"2"
"699"	"13"
"700"	"2"
"701"	"9"
"702"	"10"
"703"	"10"
"704"	"0"
"705"	"4"
"706"	"13"
"707"	"14"
"708"	"2"
"709"	"11"
"710"	"6"
"711"	"14"
"712"	"8"
"713"	"9"
"714"	"8"
"715"	"13"
"716"	"4"
"717"	"9"
"718"	"2"
"719"	"6"
"720"	"14"
"721"	"0"
"722"	"1"
"723"	"16"
"724"	"10"
"725"	"7"
"726"	"14"
"727"	"13"
"728"	"1"
"729"	"2"
"730"	"6"
"731"	"4"
