"miRNA"	"Count"
"hsa-miR-106b-5p"	14
NA	2
NA	10
NA	1
"hsa-miR-107"	17
"hsa-miR-107"	17
"hsa-miR-107"	1
"hsa-miR-107"	1
"hsa-miR-107"	164
"hsa-miR-107"	11
"hsa-miR-107"	1
"hsa-miR-107"	4
NA	1
"hsa-miR-10a-3p"	1
"hsa-miR-10a-3p"	2
"hsa-miR-10a-3p"	10
"hsa-miR-10a-3p"	2
"hsa-miR-10a-5p"	1
"hsa-miR-10a-5p"	5
"hsa-miR-10a-5p"	1
"hsa-miR-10a-5p"	35
"hsa-miR-10a-5p"	1505
"hsa-miR-10a-5p"	608
"hsa-miR-10a-5p"	1
"hsa-miR-10a-5p"	6
"hsa-miR-10a-5p"	16
"hsa-miR-10a-5p"	1528
"hsa-miR-10a-5p"	860
"hsa-miR-10a-5p"	3
"hsa-miR-10a-5p"	9
"hsa-miR-10a-5p"	3
"hsa-miR-10a-5p"	57
"hsa-miR-10a-5p"	11089
"hsa-miR-10a-5p"	53054
"hsa-miR-10a-5p"	238
"hsa-miR-10a-5p"	1
"hsa-miR-10a-5p"	2
"hsa-miR-10a-5p"	866
"hsa-miR-10a-5p"	4375
"hsa-miR-10a-5p"	156
"hsa-miR-10a-5p"	54
"hsa-miR-10a-5p"	227
"hsa-miR-10a-5p"	8
"hsa-miR-10a-5p"	14
"hsa-miR-10a-5p"	63
"hsa-miR-10a-5p"	2
"hsa-miR-10a-5p"	4
"hsa-miR-10a-5p"	19
"hsa-miR-10a-5p"	1
"hsa-miR-10a-5p"	2
"hsa-miR-10a-5p"	4
"hsa-miR-10a-5p"	1
NA	2
NA	1
"hsa-miR-10b-5p"	1
"hsa-miR-10b-5p"	1
"hsa-miR-10b-5p"	2
"hsa-miR-10b-5p"	1
"hsa-miR-10b-5p"	3
"hsa-miR-10b-5p"	1
"hsa-miR-10b-5p"	6
"hsa-miR-10b-5p"	55
"hsa-miR-10b-5p"	435
"hsa-miR-10b-5p"	6142
"hsa-miR-10b-5p"	24778
"hsa-miR-10b-5p"	3255
"hsa-miR-10b-5p"	104
"hsa-miR-10b-5p"	1
"hsa-miR-10b-5p"	2
"hsa-miR-10b-5p"	18
"hsa-miR-10b-5p"	306
"hsa-miR-10b-5p"	1760
"hsa-miR-10b-5p"	2386
"hsa-miR-10b-5p"	492
"hsa-miR-10b-5p"	2
"hsa-miR-10b-5p"	5
"hsa-miR-10b-5p"	5
"hsa-miR-10b-5p"	1
"hsa-miR-10b-5p"	2
"hsa-miR-10b-5p"	1
"hsa-miR-10b-3p"	16
"hsa-miR-10b-3p"	1
"hsa-miR-10b-3p"	1
"hsa-miR-10b-3p"	10
"hsa-miR-1179"	1
"hsa-miR-1180-3p"	37
"hsa-miR-1180-3p"	11
"hsa-miR-1180-3p"	7
"hsa-miR-1180-3p"	1
"hsa-miR-1180-3p"	1
"hsa-miR-1180-3p"	1
"hsa-miR-1180-3p"	1
"hsa-miR-1185-5p"	1
NA	1
"hsa-miR-1193"	1
"hsa-miR-1193"	1
"hsa-miR-122-5p"	5
"hsa-miR-122-5p"	53
"hsa-miR-122-5p"	461
"hsa-miR-122-5p"	735
"hsa-miR-122-5p"	117
"hsa-miR-122-5p"	1
"hsa-miR-122-5p"	1
"hsa-miR-122-3p"	1
"hsa-miR-122-3p"	2
"hsa-miR-122-3p"	3
"hsa-miR-122-3p"	2
"hsa-miR-122-3p"	6
"hsa-miR-122-3p"	1
"hsa-miR-1226-3p"	1
"hsa-miR-1227-3p"	1
"hsa-miR-1228-5p"	2
"hsa-miR-1228-5p"	2
"hsa-miR-1228-3p"	1
"hsa-miR-1228-3p"	2
"hsa-miR-1234-3p"	1
"hsa-miR-1243"	1
NA	1
"hsa-miR-1245a"	1
"hsa-miR-1247-3p"	1
"hsa-miR-1247-3p"	1
"hsa-miR-1247-3p"	1
"hsa-miR-1247-3p"	64
"hsa-miR-1247-3p"	9
"hsa-miR-1247-5p"	1
"hsa-miR-1247-5p"	87
"hsa-miR-1247-5p"	1
"hsa-miR-1247-5p"	25
"hsa-miR-1247-5p"	1
"hsa-miR-1248"	1
NA	1
"hsa-miR-1249"	6
"hsa-miR-1249"	2
"hsa-miR-1249"	2
"hsa-miR-1251-5p"	4
"hsa-miR-1251-5p"	1
"hsa-miR-1254"	1
NA	2
NA	1
"hsa-miR-1258"	1
NA	2
NA	24
NA	1
NA	47
NA	9
NA	1
NA	107
NA	5
"hsa-miR-125a-5p"	3
"hsa-miR-125a-5p"	18
"hsa-miR-125a-5p"	146
"hsa-miR-125a-5p"	1159
"hsa-miR-125a-5p"	534
"hsa-miR-125a-5p"	339
"hsa-miR-125a-5p"	1
"hsa-miR-125a-3p"	1
"hsa-miR-125a-3p"	6
"hsa-miR-125a-3p"	13
"hsa-miR-125a-3p"	4
"hsa-miR-125b-1-3p"	4
"hsa-miR-125b-1-3p"	4
"hsa-miR-125b-5p"	13
"hsa-miR-125b-5p"	1
"hsa-miR-125b-5p"	9
"hsa-miR-125b-5p"	2229
"hsa-miR-125b-5p"	201
"hsa-miR-125b-5p"	26
"hsa-miR-125b-5p"	8
NA	5
NA	3
NA	9
NA	1
NA	2
"hsa-miR-125b-5p"	5
"hsa-miR-125b-5p"	35
"hsa-miR-125b-5p"	202
"hsa-miR-125b-5p"	2255
"hsa-miR-125b-5p"	3
"hsa-miR-125b-5p"	1
"hsa-miR-125b-5p"	14
"hsa-miR-125b-5p"	1
"hsa-miR-125b-5p"	1
"hsa-miR-125b-5p"	1
"hsa-miR-125b-2-3p"	7
"hsa-miR-125b-2-3p"	4
"hsa-miR-125b-2-3p"	2
"hsa-miR-125b-2-3p"	3
"hsa-miR-125b-2-3p"	1
"hsa-miR-125b-2-3p"	3
"hsa-miR-125b-2-3p"	15
"hsa-miR-125b-2-3p"	13
"hsa-miR-125b-2-3p"	6
"hsa-miR-125b-2-3p"	1
"hsa-miR-125b-2-3p"	1
"hsa-miR-126-5p"	1
"hsa-miR-126-5p"	1
"hsa-miR-126-5p"	25
"hsa-miR-126-5p"	40
"hsa-miR-126-5p"	754
"hsa-miR-126-5p"	4
"hsa-miR-126-5p"	1
"hsa-miR-126-5p"	1
"hsa-miR-126-5p"	7
"hsa-miR-126-3p"	1
"hsa-miR-126-3p"	2
"hsa-miR-126-3p"	10
"hsa-miR-126-3p"	84
"hsa-miR-126-3p"	121
"hsa-miR-126-3p"	3
"hsa-miR-126-3p"	4
"hsa-miR-126-3p"	242
"hsa-miR-126-3p"	207
"hsa-miR-126-3p"	8598
"hsa-miR-126-3p"	30
"hsa-miR-126-3p"	42
"hsa-miR-126-3p"	2116
"hsa-miR-1262"	2
"hsa-miR-1262"	1
"hsa-miR-1262"	1
"hsa-miR-1262"	1
"hsa-miR-1266-5p"	10
"hsa-miR-1266-5p"	4
"hsa-miR-1266-5p"	1
"hsa-miR-1266-5p"	2
"hsa-miR-1269a"	6
"hsa-miR-1269a"	7
"hsa-miR-1269a"	5
"hsa-miR-127-5p"	15
"hsa-miR-127-5p"	10
"hsa-miR-127-5p"	551
"hsa-miR-127-5p"	577
"hsa-miR-127-5p"	166
"hsa-miR-127-5p"	14
"hsa-miR-127-5p"	5
"hsa-miR-127-5p"	2
"hsa-miR-127-5p"	1
"hsa-miR-127-5p"	2
"hsa-miR-127-5p"	2
"hsa-miR-127-5p"	3
"hsa-miR-127-5p"	9
"hsa-miR-127-3p"	4
"hsa-miR-127-3p"	11
"hsa-miR-127-3p"	10
"hsa-miR-127-3p"	3
"hsa-miR-127-3p"	2
"hsa-miR-127-3p"	40
"hsa-miR-127-3p"	733
"hsa-miR-127-3p"	1638
"hsa-miR-127-3p"	3556
"hsa-miR-127-3p"	15
"hsa-miR-127-3p"	1
"hsa-miR-127-3p"	2
"hsa-miR-127-3p"	8
"hsa-miR-1270"	5
"hsa-miR-1270"	4
"hsa-miR-1270"	1
"hsa-miR-1270"	1
"hsa-miR-1270"	1
NA	1
NA	1
"hsa-miR-1271-5p"	2
"hsa-miR-1271-5p"	6
"hsa-miR-1271-5p"	5
"hsa-miR-1273h-3p"	1
NA	1
NA	1
"hsa-miR-1277-3p"	1
"hsa-miR-1277-3p"	2
NA	3
NA	1
"hsa-miR-128-1-5p"	1
"hsa-miR-128-1-5p"	5
"hsa-miR-128-3p"	1
"hsa-miR-128-3p"	20
"hsa-miR-128-3p"	47
"hsa-miR-128-3p"	194
"hsa-miR-128-3p"	80
"hsa-miR-128-3p"	2
"hsa-miR-128-3p"	15
"hsa-miR-128-3p"	59
"hsa-miR-128-3p"	187
"hsa-miR-128-3p"	1
NA	1
"hsa-miR-1284"	1
"hsa-miR-1287-3p"	1
"hsa-miR-1287-3p"	5
"hsa-miR-1287-5p"	3
"hsa-miR-1287-5p"	11
"hsa-miR-1287-5p"	33
"hsa-miR-1287-5p"	16
"hsa-miR-1287-5p"	1
"hsa-miR-1288-3p"	2
"hsa-miR-1288-3p"	1
"hsa-miR-129-5p"	4
"hsa-miR-1291"	1
NA	1
NA	1
"hsa-miR-1293"	1
"hsa-miR-1293"	2
"hsa-miR-1294"	1
"hsa-miR-1294"	1
"hsa-miR-1295b-5p"	1
"hsa-miR-1295b-5p"	1
"hsa-miR-1296-5p"	14
"hsa-miR-1296-5p"	2
"hsa-miR-1301-3p"	1
"hsa-miR-1301-3p"	1
"hsa-miR-1301-3p"	2
"hsa-miR-1301-3p"	5
"hsa-miR-1301-3p"	1
"hsa-miR-1301-3p"	1
"hsa-miR-1301-3p"	1
"hsa-miR-1301-3p"	8
"hsa-miR-1301-3p"	3
"hsa-miR-1301-3p"	3
"hsa-miR-1301-3p"	5
"hsa-miR-1301-3p"	1
NA	1
NA	1
NA	4
NA	4
"hsa-miR-1304-3p"	2
"hsa-miR-1304-5p"	1
"hsa-miR-1306-5p"	10
"hsa-miR-1306-5p"	8
"hsa-miR-1306-5p"	12
"hsa-miR-1306-3p"	2
"hsa-miR-1306-3p"	1
"hsa-miR-1306-3p"	2
"hsa-miR-1307-3p"	6
"hsa-miR-1307-3p"	2
"hsa-miR-1307-3p"	1
"hsa-miR-1307-3p"	1
"hsa-miR-1307-3p"	133
"hsa-miR-1307-3p"	161
"hsa-miR-1307-3p"	1
"hsa-miR-1307-3p"	814
"hsa-miR-1307-3p"	1594
"hsa-miR-1307-3p"	116
"hsa-miR-1307-3p"	245
"hsa-miR-1307-3p"	1
"hsa-miR-1307-3p"	17
"hsa-miR-1307-3p"	1
"hsa-miR-1307-3p"	3
"hsa-miR-1307-3p"	2
"hsa-miR-1307-5p"	27
"hsa-miR-1307-5p"	74
"hsa-miR-1307-5p"	636
"hsa-miR-1307-5p"	108
"hsa-miR-1307-5p"	1
"hsa-miR-1307-5p"	2
"hsa-miR-1307-5p"	2
NA	1
NA	1
NA	4
NA	5
NA	11
NA	8
"hsa-miR-130a-5p"	3
"hsa-miR-130a-3p"	1
"hsa-miR-130a-3p"	5
"hsa-miR-130a-3p"	1
"hsa-miR-130a-3p"	1
"hsa-miR-130a-3p"	1
"hsa-miR-130a-3p"	4
"hsa-miR-130a-3p"	30
"hsa-miR-130a-3p"	132
"hsa-miR-130a-3p"	60
"hsa-miR-130a-3p"	1
"hsa-miR-130b-5p"	6
"hsa-miR-130b-5p"	5
"hsa-miR-130b-5p"	13
"hsa-miR-130b-5p"	58
"hsa-miR-130b-5p"	1
"hsa-miR-130b-3p"	1
"hsa-miR-130b-3p"	2
"hsa-miR-130b-3p"	7
"hsa-miR-130b-3p"	52
"hsa-miR-132-3p"	1
"hsa-miR-132-3p"	1
"hsa-miR-132-3p"	12
"hsa-miR-132-3p"	427
"hsa-miR-132-3p"	1
"hsa-miR-132-3p"	49
"hsa-miR-132-3p"	3
"hsa-miR-132-3p"	1
"hsa-miR-132-5p"	3
"hsa-miR-132-5p"	1
"hsa-miR-132-5p"	1
"hsa-miR-132-5p"	1
"hsa-miR-133a-3p"	2
"hsa-miR-133a-3p"	4
"hsa-miR-133a-3p"	1
"hsa-miR-133a-3p"	1
"hsa-miR-133a-3p"	5
"hsa-miR-133a-3p"	3
"hsa-miR-134-5p"	1
"hsa-miR-134-5p"	1
"hsa-miR-134-5p"	1
"hsa-miR-134-5p"	6
"hsa-miR-134-5p"	2
"hsa-miR-134-5p"	6
"hsa-miR-134-5p"	43
"hsa-miR-134-5p"	710
"hsa-miR-134-5p"	922
"hsa-miR-134-5p"	1849
"hsa-miR-134-3p"	2
"hsa-miR-134-3p"	8
"hsa-miR-134-3p"	3
"hsa-miR-134-3p"	1
"hsa-miR-1343-3p"	3
"hsa-miR-135a-5p"	3
"hsa-miR-135a-5p"	1
"hsa-miR-135a-5p"	4
"hsa-miR-135a-5p"	1
"hsa-miR-135b-3p"	1
"hsa-miR-135b-3p"	1
"hsa-miR-135b-5p"	38
"hsa-miR-135b-5p"	77
"hsa-miR-135b-5p"	7
"hsa-miR-135b-5p"	5
NA	4
NA	1
NA	2
NA	1
NA	2
"hsa-miR-136-5p"	1
"hsa-miR-136-5p"	1
"hsa-miR-136-5p"	16
"hsa-miR-136-5p"	10
"hsa-miR-136-5p"	3
"hsa-miR-136-5p"	136
"hsa-miR-136-5p"	50
"hsa-miR-136-5p"	35
"hsa-miR-136-5p"	5
"hsa-miR-136-3p"	1
"hsa-miR-136-3p"	3
"hsa-miR-136-3p"	7
"hsa-miR-136-3p"	23
"hsa-miR-136-3p"	1
"hsa-miR-136-3p"	9
"hsa-miR-136-3p"	2
"hsa-miR-136-3p"	47
"hsa-miR-136-3p"	1
"hsa-miR-136-3p"	1
"hsa-miR-137"	1
"hsa-miR-137"	1
"hsa-miR-137"	2
"hsa-miR-137"	25
"hsa-miR-137"	1
"hsa-miR-137"	3
"hsa-miR-137"	1
NA	1
NA	1
NA	1
"hsa-miR-138-5p"	4
"hsa-miR-138-5p"	2
"hsa-miR-138-5p"	6
"hsa-miR-138-5p"	7
"hsa-miR-138-5p"	2
"hsa-miR-138-1-3p"	1
"hsa-miR-138-1-3p"	1
"hsa-miR-138-1-3p"	1
"hsa-miR-138-1-3p"	5
"hsa-miR-138-5p"	1
"hsa-miR-138-5p"	9
"hsa-miR-138-5p"	13
"hsa-miR-139-3p"	2
"hsa-miR-139-3p"	4
"hsa-miR-139-3p"	37
"hsa-miR-139-3p"	2
"hsa-miR-139-3p"	1
"hsa-miR-139-5p"	41
"hsa-miR-139-5p"	164
"hsa-miR-139-5p"	15
"hsa-miR-139-5p"	5
"hsa-miR-140-5p"	3
"hsa-miR-140-5p"	12
"hsa-miR-140-5p"	173
"hsa-miR-140-3p"	1
"hsa-miR-140-3p"	76
"hsa-miR-140-3p"	70
"hsa-miR-140-3p"	535
"hsa-miR-140-3p"	663
"hsa-miR-140-3p"	303
"hsa-miR-140-3p"	1
"hsa-miR-140-3p"	1
"hsa-miR-140-3p"	12
"hsa-miR-140-3p"	30
"hsa-miR-140-3p"	434
"hsa-miR-140-3p"	1548
"hsa-miR-140-3p"	660
"hsa-miR-140-3p"	5
"hsa-miR-140-3p"	2
"hsa-miR-140-3p"	12
"hsa-miR-140-3p"	69
"hsa-miR-140-3p"	48
"hsa-miR-140-3p"	1
"hsa-miR-140-3p"	1
"hsa-miR-140-3p"	16
"hsa-miR-140-3p"	2
"hsa-miR-140-3p"	2
"hsa-miR-140-3p"	7
"hsa-miR-140-3p"	2
"hsa-miR-140-3p"	1
"hsa-miR-141-5p"	1
"hsa-miR-141-5p"	33
"hsa-miR-141-5p"	15
"hsa-miR-141-3p"	1
"hsa-miR-141-3p"	5
"hsa-miR-141-3p"	21
"hsa-miR-141-3p"	9
"hsa-miR-141-3p"	42
"hsa-miR-141-3p"	1
NA	1
NA	1
NA	2
NA	1
"hsa-miR-142-3p"	17
"hsa-miR-142-3p"	1
"hsa-miR-142-3p"	85
"hsa-miR-142-3p"	1
"hsa-miR-142-3p"	4
"hsa-miR-142-3p"	16
"hsa-miR-142-3p"	3928
"hsa-miR-142-3p"	432
"hsa-miR-142-3p"	1
"hsa-miR-142-3p"	3
"hsa-miR-142-3p"	7
"hsa-miR-142-3p"	8019
"hsa-miR-142-3p"	1621
"hsa-miR-142-3p"	1
"hsa-miR-142-3p"	252
"hsa-miR-142-3p"	69
"hsa-miR-142-3p"	2
"hsa-miR-142-3p"	2
"hsa-miR-142-3p"	2
"hsa-miR-142-3p"	3
"hsa-miR-142-5p"	1
"hsa-miR-142-5p"	1
"hsa-miR-142-5p"	11
"hsa-miR-142-5p"	7
"hsa-miR-142-5p"	288
"hsa-miR-142-5p"	2
"hsa-miR-142-5p"	60
"hsa-miR-142-5p"	99
"hsa-miR-142-5p"	33
"hsa-miR-142-5p"	80
"hsa-miR-142-5p"	7
"hsa-miR-142-5p"	116
